NUMERODOSSIER;type_creance;numero_de_creance;Date_echeance;total_creance;Nature_crence;iddebiteur;type_creance
13078449;144776501;F-0324-1241852;01/03/2024;49;Mobile;5449;2
13127362;138399436;F-0324-1262026;01/03/2024;49;Mobile;5580;2
13666491;147143436;F-0324-1283360;02/03/2024;249;Mobile;9791;5
11947721;138510972;F-1023-0115173;03/10/2023;249;Mobile;3555;3
11947721;138510972;F-0923-0046058;03/09/2023;249;Mobile;3555;4
13641404;146875487;F-0324-1267048;01/03/2024;199;Mobile;9051;1
13704616;148156943;F-0324-1315187;04/03/2024;49;Mobile;10928;2
13704616;148156943;F-0224-1435810;04/02/2024;49;Mobile;10928;2
13692261;147768384;F-0324-1324973;04/03/2024;49;Mobile;10620;5
13585993;145697127;F-0324-1300642;02/03/2024;49;Mobile;8284;3
13550227;145072664;F-0224-0787734;04/02/2024;49;Mobile;7885;4
13555922;148242060;F-0324-1338639;04/03/2024;99;Mobile;7942;1
13550227;145072664;F-0324-1338238;04/03/2024;49;Mobile;7885;2
13550227;145072334;F-0224-0768828;04/02/2024;49;Mobile;7885;2
13550227;145072334;F-0324-1377318;04/03/2024;49;Mobile;7885;5
13009764;140595564;F-0324-1318242;04/03/2024;249;Fixe;5283;3
13698837;148021403;F-0224-1164153;04/02/2024;49;Mobile;10791;4
13698837;148021403;F-0324-1334054;04/03/2024;49;Mobile;10791;1
13698837;148021402;F-0224-1171452;04/02/2024;49;Mobile;10791;2
13698837;148021402;F-0324-1392809;04/03/2024;49;Mobile;10791;2
13698837;148021404;F-0324-1325489;04/03/2024;49;Mobile;10791;5
13698837;148021405;F-0224-1167555;04/02/2024;49;Mobile;10791;3
13698837;148021405;F-0324-1315572;04/03/2024;49;Mobile;10791;4
13675351;147344163;F-0324-1215589;03/03/2024;249;Fixe;10060;1
12395581;123511850;F-0324-1263997;01/03/2024;49;Mobile;4185;2
13478999;143918665;F-0324-1317163;04/03/2024;239;Mobile;7069;2
13119982;146783305;F-0224-1181646;04/02/2024;53,99;Mobile;5565;5
13119982;146783305;F-0324-1339111;04/03/2024;49;Mobile;5565;3
12695656;144973158;F-0324-1317198;04/03/2024;49;Mobile;4612;4
11921592;116436195;F-0324-1322652;04/03/2024;49;Mobile;3512;1
13657559;147025986;F-0324-1281452;02/03/2024;99;Mobile;9522;2
10946033;142938396;F-0324-1320216;04/03/2024;49;Mobile;2521;2
12400112;144153669;F-0324-1265538;01/03/2024;199;Mobile;4196;5
12400112;123572669;F-0324-1261816;01/03/2024;49;Mobile;4196;3
11590797;118816576;F-0324-1257699;01/03/2024;99;Mobile;3112;4
13691771;147767677;F-0224-1166393;04/02/2024;49;Mobile;10601;1
13691771;147767677;F-0324-1311527;04/03/2024;49;Mobile;10601;2
13691771;147767676;F-0224-1170238;04/02/2024;49;Mobile;10601;2
13691771;147767676;F-0324-1354438;04/03/2024;49;Mobile;10601;5
13484147;143980186;F-0324-1329386;04/03/2024;199;Mobile;7102;3
13638610;146791165;F-0324-1236643;01/03/2024;249;Mobile;8970;4
11420483;124748891;F-0324-1246181;01/03/2024;49;Mobile;2953;1
12881304;134387215;F-0224-0847708;04/02/2024;199;Mobile;4998;2
12881304;134387215;F-0124-0798219;04/01/2024;199;Mobile;4998;2
12881304;134731239;F-0324-1316045;04/03/2024;249;Fixe;4998;5
13546285;144975287;F-0324-1329405;04/03/2024;49;Mobile;7839;3
13631915;146752746;F-0324-1332205;04/03/2024;49;Mobile;8787;4
13671474;147253614;F-0224-0989791;03/02/2024;128,52;Mobile;9936;1
13671474;147253614;F-0324-1206379;03/03/2024;249;Mobile;9936;2
13367182;142357686;F-0324-1304123;02/03/2024;49;Mobile;6375;2
13690834;147765714;F-0224-1160045;04/02/2024;49;Mobile;10572;5
13690834;147765714;F-0324-1316078;04/03/2024;49;Mobile;10572;3
13693616;147851184;F-0224-1165528;04/02/2024;99;Mobile;10658;4
13693616;147851184;F-0324-1325736;04/03/2024;99;Mobile;10658;1
13704840;148157456;F-0224-1432311;04/02/2024;99;Mobile;10935;2
13704840;148157456;F-0324-1316108;04/03/2024;99;Mobile;10935;2
13217206;140038233;F-0324-1292845;02/03/2024;79;Mobile;5810;5
13404526;142917577;F-0324-1314510;04/03/2024;49;Mobile;6551;3
13702761;148080134;F-0324-1313974;04/03/2024;199;Mobile;10894;4
13702761;148080112;F-0224-1450702;04/02/2024;199;Mobile;10894;1
13702761;148080112;F-0324-1346710;04/03/2024;199;Mobile;10894;2
13702761;148080056;F-0324-1325789;04/03/2024;199;Mobile;10894;2
13009555;135773021;F-0324-1320259;04/03/2024;249;Fixe;5281;5
12774964;132222277;F-0324-1240913;01/03/2024;49;Mobile;4764;3
13106616;137937659;F-0324-1205998;03/03/2024;49;Mobile;5530;4
13694855;147853454;F-0224-1162733;04/02/2024;44,94;Mobile;10681;1
13694855;147853454;F-0324-1313569;04/03/2024;199;Mobile;10681;2
13650885;146964353;F-0224-1065946;01/02/2024;166,9;Mobile;9306;2
13650885;146964353;F-0324-1242741;01/03/2024;199;Mobile;9306;5
13670281;147151033;F-0224-1126881;02/02/2024;136,55;Mobile;9902;3
13670281;147151033;F-0324-1283580;02/03/2024;249;Mobile;9902;4
13699896;148023994;F-0324-1312963;04/03/2024;248,98;Fixe;10818;1
11206255;148242478;F-0324-1234632;03/03/2024;99;Mobile;2760;2
13244930;140390875;F-0324-1212772;03/03/2024;49;Mobile;5884;2
12766109;136855534;F-0324-1241911;01/03/2024;49;Mobile;4741;5
13645930;146884066;F-0224-1091680;01/02/2024;224,9;Mobile;9166;3
13645930;146884067;F-0224-1074480;01/02/2024;224,9;Mobile;9166;4
13645930;146884067;F-0324-1264154;01/03/2024;249;Mobile;9166;1
13645930;146884066;F-0324-1245744;01/03/2024;249;Mobile;9166;2
13548169;144978648;F-0324-1384767;04/03/2024;49;Mobile;7860;2
13548169;147765723;F-0324-1344421;04/03/2024;49;Mobile;7860;5
13548169;149189678;F-0324-1360736;04/03/2024;199;Mobile;7860;3
11535354;109243270;F-0224-0230267;01/02/2024;199;Mobile;3063;4
11535354;109243270;F-0324-1265187;01/03/2024;199;Mobile;3063;1
13659323;147069498;F-0324-1291363;02/03/2024;49;Mobile;9571;2
12224935;120691373;F-0224-0427090;01/02/2024;199;Mobile;3928;2
12224935;120691373;F-0324-0358042;01/03/2024;199;Mobile;3928;5
12224935;146014628;F-0324-1248338;01/03/2024;248,98;Fixe;3928;3
13691900;147767686;F-0224-1521486;04/02/2024;51,36;Mobile;10609;4
13691900;147767686;F-0324-1333667;04/03/2024;199;Mobile;10609;1
12738270;131542254;F-0224-1512879;03/02/2024;184,74;Fixe;4688;2
12738270;131542254;F-0324-1205755;03/03/2024;249;Fixe;4688;2
11586991;118808419;F-0324-1263795;01/03/2024;49;Mobile;3110;5
13468070;143827643;F-0324-1205782;03/03/2024;49;Mobile;6995;3
12348112;138392535;F-0324-1291399;02/03/2024;149;Mobile;4105;4
13638851;146791598;F-0324-1248948;01/03/2024;99;Mobile;8979;1
13699381;148022670;F-0324-1343387;04/03/2024;49;Mobile;10803;2
13699381;148022670;F-0224-1447387;04/02/2024;49;Mobile;10803;2
13520896;144496751;F-0324-1298353;02/03/2024;49;Mobile;7534;5
13641102;146874918;F-0224-1082377;01/02/2024;186,16;Mobile;9042;3
13641102;146874918;F-0324-1273150;01/03/2024;199;Mobile;9042;4
13674701;147342882;F-0224-1012701;03/02/2024;120,48;Mobile;10039;1
13674701;147342882;F-0324-1219596;03/03/2024;249;Mobile;10039;2
13474296;143839192;F-0324-1327548;04/03/2024;248,98;Fixe;7035;2
13491697;144082173;F-0324-1241142;01/03/2024;99;Mobile;7177;5
13621298;146430307;F-0324-1321059;04/03/2024;49;Mobile;8679;3
13676377;147345935;F-0324-1205596;03/03/2024;248,98;Fixe;10091;4
13683746;147604500;F-0324-1234399;03/03/2024;248,98;Fixe;10336;1
13355444;142146487;F-0324-1289221;02/03/2024;49;Mobile;6304;2
11271555;111672199;F-0324-1222731;03/03/2024;49;Mobile;2812;2
12773617;132219998;F-0523-0417527;01/05/2023;49;Mobile;4761;5
12773617;132219998;F-0423-0197890;01/04/2023;49;Mobile;4761;3
12773617;145893320;F-0324-1273643;01/03/2024;49;Mobile;4761;4
11536568;129767864;F-0224-1054209;01/02/2024;169;Mobile;3066;1
11536568;129767864;F-0324-1274805;01/03/2024;169;Mobile;3066;2
13695468;147934896;F-0324-1312194;04/03/2024;49;Mobile;10700;2
13695468;147934895;F-0324-1344464;04/03/2024;49;Mobile;10700;5
13696801;147937446;F-0324-1344473;04/03/2024;49;Mobile;10742;3
13606546;145922324;F-0324-1226879;03/03/2024;49;Mobile;8506;4
13689775;147695970;F-0224-1010324;03/02/2024;57,77;Mobile;10536;1
13689775;147695970;F-0324-1212504;03/03/2024;199;Mobile;10536;2
13689775;148019714;F-0224-1482372;03/02/2024;24,07;Mobile;10536;2
13689775;148019714;F-0324-1490293;03/03/2024;149,25;Mobile;10536;5
13463040;143658429;F-0324-1226372;03/03/2024;49;Mobile;6968;3
13680230;147518059;F-0224-1013907;03/02/2024;83,45;Mobile;10212;4
13680230;147518059;F-0324-1226397;03/03/2024;199;Mobile;10212;1
13668737;147148274;F-0324-1227788;03/03/2024;249;Fixe;9864;2
13583103;145609522;F-0324-1279945;02/03/2024;249;Mobile;8257;2
13501963;147608096;F-0324-1236955;01/03/2024;248,98;Fixe;7313;5
13458468;143529951;F-0324-1217576;03/03/2024;49;Mobile;6933;3
13698602;148020940;F-0224-1183153;04/02/2024;49;Mobile;10785;4
13698602;148020940;F-0324-1314567;04/03/2024;49;Mobile;10785;1
13571437;148253959;F-0324-1250942;01/03/2024;50;Mobile;8142;2
13357279;142149688;F-0324-1301238;02/03/2024;99;Mobile;6320;2
13693176;147850443;F-0224-1172036;04/02/2024;49;Mobile;10643;5
13693176;147850443;F-0324-1344032;04/03/2024;49;Mobile;10643;3
13693084;147850021;F-0324-1378445;04/03/2024;49;Mobile;10640;4
13693084;147850022;F-0324-1341839;04/03/2024;49;Mobile;10640;1
13693176;147850212;F-0324-1391841;04/03/2024;49;Mobile;10643;2
13623798;146435094;F-0324-1323752;04/03/2024;99;Mobile;8697;2
13608865;145926620;F-0324-1232183;03/03/2024;49;Mobile;8531;5
13702692;148079909;F-0224-1443304;04/02/2024;49;Mobile;10892;3
13702692;148079909;F-0324-1341611;04/03/2024;49;Mobile;10892;4
13702692;148366212;F-0324-1367409;04/03/2024;49;Mobile;10892;1
12864128;146427418;F-0324-1227907;03/03/2024;49;Mobile;4963;2
11347189;115086681;F-0324-1335869;04/03/2024;49;Mobile;2879;2
13699453;148025543;F-0324-1365578;04/03/2024;249;Fixe;10806;5
13699453;148022862;F-0324-1343275;04/03/2024;199;Mobile;10806;3
13699453;148022862;F-0224-1444212;04/02/2024;199;Mobile;10806;4
13699924;148024057;F-0324-1345668;04/03/2024;248,98;Fixe;10819;1
12820054;133188574;F-0224-0777471;04/02/2024;99;Mobile;4860;2
12820054;133188574;F-0324-1342786;04/03/2024;99;Mobile;4860;2
13522277;144512836;F-0324-1543775;02/03/2024;49;Mobile;7553;5
5276000;143844223;F-0324-1550825;04/03/2024;247,99;Fixe;440;3
13414613;145605034;F-0324-1542680;01/03/2024;248,01;Fixe;6614;4
12182146;120093358;F-0224-0064729;03/02/2024;249;Fixe;3888;1
12182146;120093358;F-0324-1509652;03/03/2024;94,45;Fixe;3888;2
9407198;128664345;F-0324-1556686;04/03/2024;261,75;Fixe;1274;2
11841636;114964428;F-0224-0836462;04/02/2024;249;Fixe;3405;5
11841636;114964428;F-0324-1531167;04/03/2024;171,72;Fixe;3405;3
5739757;148026744;F-0324-1553143;04/03/2024;247,99;Fixe;560;4
10989793;117032309;F-0324-1509161;03/03/2024;180,31;Fixe;2554;1
12706992;148244511;F-0224-1514459;01/02/2024;149;Mobile;4633;2
12706992;148244511;F-0324-1520402;01/03/2024;149;Mobile;4633;2
11967018;117124360;F-0324-1520573;01/03/2024;99;Mobile;3579;5
13565966;148255455;F-0324-1522742;01/03/2024;149;Mobile;8071;3
10892402;107566206;F-0324-1531647;04/03/2024;119;Mobile;2478;4
5909499;116865639;F-0224-0878119;04/02/2024;249;Fixe;621;1
5909499;116865639;F-0324-1526669;04/03/2024;137,38;Fixe;621;2
13563958;145367680;F-0224-1066702;01/02/2024;49;Mobile;8037;2
13563958;145367680;F-0324-0410431;01/03/2024;49;Mobile;8037;5
13569585;145438023;F-0324-0411739;01/03/2024;49;Mobile;8121;3
13412142;142957896;F-0324-0308688;01/03/2024;199;Mobile;6596;4
13336601;141932098;F-0324-0282541;01/03/2024;99;Mobile;6195;1
13336601;141932098;F-0224-0311078;01/02/2024;99;Mobile;6195;2
12902709;134950807;F-0324-0287711;01/03/2024;249;Fixe;5051;2
13202952;139711384;F-0224-0450558;01/02/2024;49;Mobile;5773;5
13202952;139711384;F-0324-0234701;01/03/2024;49;Mobile;5773;3
11652840;111146444;F-0324-0275063;01/03/2024;249;Fixe;3192;4
11968815;117145102;F-0324-0367868;01/03/2024;249;Fixe;3583;1
13429002;143192930;F-0324-0305293;01/03/2024;249;Fixe;6728;2
13574709;145447056;F-0324-0238372;01/03/2024;49;Mobile;8166;2
13490210;144079598;F-0324-0230829;01/03/2024;49;Mobile;7164;5
13498448;144154595;F-0324-0394671;01/03/2024;49;Mobile;7280;3
13564994;145369388;F-0224-1082796;01/02/2024;49;Mobile;8053;4
13564994;145369388;F-0324-0343237;01/03/2024;49;Mobile;8053;1
12940865;144390772;F-0324-0837184;04/03/2024;49;Mobile;5137;2
13673591;147257348;F-0324-0909147;03/03/2024;49;Mobile;9999;2
13673591;147257346;F-0324-0921529;03/03/2024;49;Mobile;9999;5
13673591;147257345;F-0324-0945590;03/03/2024;49;Mobile;9999;3
13673591;147257347;F-0324-0906093;03/03/2024;49;Mobile;9999;4
13673591;147257344;F-0324-0944912;03/03/2024;49;Mobile;9999;1
13685315;147607797;F-0324-0916150;03/03/2024;49;Mobile;10387;2
13688122;147693076;F-0324-0903762;03/03/2024;49;Mobile;10467;2
13688122;147693076;F-0224-1029624;03/02/2024;49;Mobile;10467;5
11747371;146595149;F-0324-0911423;03/03/2024;147,99;Fixe;3304;3
13676758;147431536;F-0224-1026202;03/02/2024;49;Mobile;10103;4
13676758;147431536;F-0324-0942840;03/03/2024;49;Mobile;10103;1
13672845;147255999;F-0324-0915005;03/03/2024;49;Mobile;9974;2
13657877;147066724;F-0224-1111957;02/02/2024;99;Mobile;9534;2
13657877;147066724;F-0324-0960755;02/03/2024;99;Mobile;9534;5
7570701;143826885;F-0324-0891466;04/03/2024;99;Mobile;968;3
7570701;143826885;F-0224-0901591;04/02/2024;99;Mobile;968;4
12489904;143841514;F-0324-0893133;04/03/2024;49;Mobile;4324;1
7965665;122792077;F-0324-0830423;04/03/2024;49;Mobile;1029;2
13661878;147134677;F-0324-0966655;02/03/2024;49;Mobile;9662;2
13661878;147134676;F-0324-0955854;02/03/2024;49;Mobile;9662;5
13673010;147256322;F-0224-1003684;03/02/2024;49;Mobile;9982;3
13673010;147256322;F-0324-0944910;03/03/2024;49;Mobile;9982;4
13461383;143535238;F-0224-1372664;03/02/2024;219;Mobile;6958;1
13461383;143535238;F-0324-0924892;03/03/2024;219;Mobile;6958;2
13602286;145900024;F-0324-0921485;03/03/2024;148,99;Fixe;8451;2
13682606;147602492;F-0324-0919901;03/03/2024;49;Mobile;10292;5
13682606;147602491;F-0324-0927252;03/03/2024;49;Mobile;10292;3
13656183;147023580;F-0324-0952984;02/03/2024;49;Mobile;9477;4
13668456;147147772;F-0224-1152991;02/02/2024;49;Mobile;9857;1
13668456;147147772;F-0324-0976409;02/03/2024;49;Mobile;9857;2
13670697;147151799;F-0224-1139588;02/02/2024;49;Mobile;9916;2
13670697;147151799;F-0324-0978612;02/03/2024;49;Mobile;9916;5
13674498;147342512;F-0324-0934315;03/03/2024;49;Mobile;10032;3
13658162;147067426;F-0324-0976281;02/03/2024;49;Mobile;9543;4
13675988;147345231;F-0324-0904099;03/03/2024;49;Mobile;10077;1
13441941;143363584;F-0324-0979856;02/03/2024;159;Mobile;6815;2
13676357;147345814;F-0224-0990508;03/02/2024;49;Mobile;10089;2
13676357;147345814;F-0324-0936319;03/03/2024;49;Mobile;10089;5
13660741;147132255;F-0324-0987882;02/03/2024;49;Mobile;9610;3
13660741;147132255;F-0224-1149645;02/02/2024;49;Mobile;9610;4
11019945;126649364;F-0223-1121809;02/02/2023;199;Mobile;2572;1
11019945;126649364;F-0123-0239489;02/01/2023;199;Mobile;2572;2
11019945;113791383;F-0324-0957250;02/03/2024;49;Mobile;2572;2
13652138;146967000;F-0224-1152697;02/02/2024;49;Mobile;9339;5
13652138;146967000;F-0324-0986573;02/03/2024;49;Mobile;9339;3
13652038;146966810;F-0224-1106696;02/02/2024;49;Mobile;9338;4
13652038;146966810;F-0324-0973785;02/03/2024;49;Mobile;9338;1
13656089;147023418;F-0324-0988949;02/03/2024;99;Mobile;9474;2
4021465;141906084;F-0324-0848209;04/03/2024;199;Mobile;193;2
4021465;96728210;F-0620-0304552;05/06/2020;9;Mobile;193;5
7843189;143494810;F-0324-1502431;04/03/2024;199;Mobile;1000;3
13525946;144600026;F-0324-1442441;02/03/2024;148,99;Fixe;7595;4
7293533;144458628;F-0324-1464677;04/03/2024;148,99;Fixe;911;1
13645141;146882743;F-0324-1444235;01/03/2024;148,99;Fixe;9146;2
6168662;133206457;F-0324-1414521;04/03/2024;149;Mobile;695;2
13550123;145072143;F-0324-1382923;04/03/2024;49;Mobile;7884;5
12173039;119946786;F-0224-0556929;02/02/2024;199;Mobile;3873;3
12173039;119946786;F-0324-1498141;02/03/2024;96,07;Mobile;3873;4
13698256;148020320;F-0224-1181250;04/02/2024;49;Mobile;10772;1
13698256;148020320;F-0324-1391872;04/03/2024;49;Mobile;10772;2
13552094;146964144;F-0324-1393117;04/03/2024;249;Mobile;7906;2
13418399;143028607;F-0224-1404799;01/02/2024;199;Mobile;6642;5
13418399;143028607;F-0324-1491554;01/03/2024;199;Mobile;6642;3
13404467;147518096;F-0224-1173955;04/02/2024;99;Mobile;6550;4
13404467;147518096;F-0324-1366319;04/03/2024;99;Mobile;6550;1
13559215;145271473;F-0324-1456342;04/03/2024;148,99;Fixe;7977;2
13548709;145069661;F-0324-1460172;04/03/2024;148,99;Fixe;7867;2
12371431;123196701;F-0224-0763749;04/02/2024;49;Mobile;4143;5
12371431;123196701;F-0324-1376598;04/03/2024;49;Mobile;4143;3
8939005;146117225;F-0324-1500705;04/03/2024;144,1;Mobile;1168;4
13631951;146752801;F-0324-1386009;04/03/2024;99;Mobile;8788;1
13631951;146752801;F-0224-1165343;04/02/2024;99;Mobile;8788;2
12688044;135146486;F-0923-1318066;04/09/2023;49;Mobile;4608;2
12688044;138101848;F-0324-1385021;04/03/2024;49;Mobile;4608;5
12688044;135146486;F-0823-0684680;04/08/2023;49;Mobile;4608;3
11934992;146012253;F-0324-1424287;04/03/2024;248,98;Fixe;3538;4
11934992;131960953;F-0723-1266511;04/07/2023;49;Mobile;3538;1
13696198;147936370;F-0324-1347434;04/03/2024;49;Mobile;10722;2
12633223;129787517;F-0324-1494221;01/03/2024;144,1;Mobile;4519;2
13692049;147767954;F-0324-1367332;04/03/2024;249;Mobile;10611;5
13184434;142718472;F-0324-1488966;03/03/2024;199;Mobile;5733;3
13478023;143916755;F-0324-1394268;04/03/2024;49;Mobile;7065;4
13693676;147851355;F-0324-1449632;04/03/2024;148,99;Fixe;10661;1
11016888;142957680;F-0224-0955039;04/02/2024;99;Mobile;2570;2
11016888;142957680;F-0324-1437380;04/03/2024;99;Mobile;2570;2
11456119;135036963;F-0324-0159200;03/03/2024;149;Mobile;2979;5
12677631;130219125;F-0324-0090638;03/03/2024;249;Fixe;4592;3
11825227;114463381;F-0324-0086842;03/03/2024;240;Mobile;3394;4
12679852;130283431;F-0324-0173717;03/03/2024;249;Fixe;4595;1
12679852;136211977;F-0623-0901148;03/06/2023;99;Mobile;4595;2
13534899;144693990;F-0324-0041485;03/03/2024;148,99;Fixe;7696;2
13614422;146117783;F-0324-0114182;03/03/2024;49;Mobile;8593;5
11271306;105564657;F-0324-0075076;03/03/2024;240;Fixe;2811;3
11716119;112071885;F-0224-0152781;03/02/2024;49;Mobile;3265;4
11716119;112071885;F-0324-0185917;03/03/2024;49;Mobile;3265;1
11714657;112068243;F-0324-0154515;03/03/2024;249;Fixe;3263;2
13449669;143498468;F-0224-0083856;03/02/2024;49;Mobile;6871;2
13449669;143498468;F-0324-0185104;03/03/2024;49;Mobile;6871;5
10636168;111942136;F-0224-0605419;02/02/2024;349;Fixe;2264;3
10636168;111942136;F-0324-0694772;02/03/2024;349;Fixe;2264;4
11611301;115146145;F-0324-0674170;02/03/2024;249;Fixe;3138;1
12721164;131234952;F-0324-0651145;02/03/2024;49;Mobile;4658;2
3694643;145206407;F-0324-0798409;04/03/2024;49;Mobile;68;2
3694643;145206309;F-0324-0896456;04/03/2024;49;Mobile;68;5
13368875;142360502;F-0324-0657977;02/03/2024;49;Mobile;6383;3
13368875;142360502;F-0224-0696142;02/02/2024;49;Mobile;6383;4
12144736;119450643;F-0324-0757164;04/03/2024;249;Fixe;3823;1
12144736;119450643;F-0224-0833996;04/02/2024;249;Fixe;3823;2
13167270;138955048;F-0324-0692945;02/03/2024;249;Fixe;5687;2
11700594;111934623;F-0224-0571213;02/02/2024;99;Mobile;3245;5
11700594;111934623;F-0324-0610959;02/03/2024;99;Mobile;3245;3
11662998;111225214;F-0621-0592342;02/06/2021;49;Mobile;3206;4
11662998;111225214;F-0721-0441779;02/07/2021;49;Mobile;3206;1
11662998;111223398;F-0324-0641832;02/03/2024;49;Mobile;3206;2
13446019;143431170;F-0324-0626131;02/03/2024;48;Mobile;6840;2
13434950;143203650;F-0324-0621003;02/03/2024;148,99;Fixe;6766;5
11582306;118076574;F-0324-0760715;04/03/2024;249;Fixe;3102;3
13369094;142360876;F-0224-0571634;02/02/2024;49;Mobile;6387;4
13369094;142360876;F-0324-0634884;02/03/2024;49;Mobile;6387;1
13644781;146881955;F-0324-1243451;01/03/2024;49;Mobile;9135;2
13649964;146962701;F-0324-1262255;01/03/2024;249;Mobile;9282;2
13231050;143981798;F-0324-1299047;02/03/2024;249;Fixe;5851;5
13096298;137622389;F-0324-1305135;02/03/2024;120;Mobile;5501;3
12786250;132549108;F-0324-1301424;02/03/2024;99;Mobile;4796;4
11720271;112107529;F-0324-1231341;03/03/2024;49;Mobile;3275;1
13351519;142019184;F-0324-0315490;01/03/2024;49;Mobile;6277;2
13351519;142019184;F-0224-0282328;01/02/2024;45;Mobile;6277;2
13343521;142014316;F-0324-0311797;01/03/2024;199;Mobile;6230;5
13343521;142014316;F-0224-0418695;01/02/2024;199;Mobile;6230;3
13504493;144305766;F-0324-0272376;01/03/2024;49;Mobile;7345;4
13504493;144305766;F-0224-0468321;01/02/2024;49;Mobile;7345;1
13560103;145333448;F-0324-0237572;01/03/2024;49;Mobile;7984;2
10910388;100010215;F-0324-0343749;01/03/2024;240;Mobile;2501;2
13566575;145432363;F-0324-0305436;01/03/2024;49;Mobile;8080;5
13503915;144304777;F-0324-0238878;01/03/2024;148,99;Fixe;7339;3
13499383;144236459;F-0224-0440593;01/02/2024;249;Mobile;7286;4
13499383;144236459;F-0324-0266881;01/03/2024;249;Mobile;7286;1
13072801;136956416;F-0324-0363308;01/03/2024;49;Mobile;5437;2
13492337;144083269;F-0324-0390937;01/03/2024;49;Mobile;7192;2
13492337;144083269;F-0224-0273960;01/02/2024;49;Mobile;7192;5
4353091;131366721;F-0324-0889238;04/03/2024;349;Fixe;253;3
4353091;131366721;F-0224-0956111;04/02/2024;349;Fixe;253;4
13681730;147520795;F-0324-0909944;03/03/2024;49;Mobile;10262;1
13681730;147520795;F-0224-1020609;03/02/2024;49;Mobile;10262;2
13682596;147602466;F-0224-1016712;03/02/2024;49;Mobile;10291;2
13682596;147602466;F-0324-0935479;03/03/2024;49;Mobile;10291;5
13658529;147068106;F-0324-0951350;02/03/2024;49;Mobile;9555;3
13658529;147068106;F-0224-1109933;02/02/2024;49;Mobile;9555;4
11299547;145339733;F-0324-0833238;04/03/2024;149;Mobile;2837;1
13672134;147254829;F-0324-0922278;03/03/2024;49;Mobile;9953;2
